,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,ADDRESS,ZIP.CODE,LAND.SQUARE.FEET,SALE.PRICE,SALE.DATE,Latitude,Longtitude
3590,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,75 LAMPORT BOULEVARD,10305,2250.0,385000,2015-11-15,40.596838,-74.07825
3591,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,242 MALLORY AVENUE,10305,2500.0,420000,2016-01-08,40.592518,-74.077245
3592,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,207 NORWAY AVENUE,10305,2000.0,439500,2015-12-30,40.593428,-74.0784563
3593,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,205 FOCH AVENUE,10305,5000.0,475000,2016-09-06,40.592824,-74.076301
3594,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,176 KENSINGTON AVENUE,10305,4000.0,90000,2015-12-30,40.593969,-74.076042
3595,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,266 KENSINGTON AVENUE,10305,2000.0,329000,2016-02-23,40.591752,-74.0746489
3596,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,257 LAMPORT BOULEVARD,10305,2000.0,410000,2016-04-06,40.5925118,-74.0756387
3597,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,131 OLYMPIA BOULEVARD,10305,4360.0,333000,2015-11-13,40.592417,-74.0731069
3598,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,199 BIONIA AVENUE,10305,2000.0,403999,2015-10-20,40.5928901,-74.0726815
3599,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,1016 HYLAN BOULEVARD,10305,1239.0,390000,2016-02-03,40.5979529,-74.076714
3600,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,47 JEROME AVENUE,10305,6000.0,103894,2016-07-19,40.597194,-74.076396
3601,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,172 MC FARLAND AVENUE,10305,2333.0,505000,2016-05-31,40.596659,-74.072333
3602,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,130 SAND LANE,10305,2450.0,685000,2016-03-01,40.5962924,-74.0704424
3603,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,121 HICKORY AVENUE,10305,2250.0,450000,2016-07-07,40.5946209,-74.072703
3604,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,107 BIONIA AVENUE,10305,4200.0,460000,2016-05-24,40.5952527,-74.0742584
3605,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,59 PIAVE AVENUE,10305,2349.0,340000,2015-10-15,40.5949267,-74.0701697
3606,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,132 JEROME ROAD,10305,3000.0,510000,2016-01-27,40.5921775,-74.086147
3607,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,130 JEROME ROAD,10305,3000.0,549000,2015-10-22,40.5922105,-74.0860749
3608,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,87 LACONIA AVENUE,10305,3800.0,415000,2016-03-01,40.5932839,-74.0852097
3609,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,140 REID AVENUE,10305,1200.0,355000,2016-01-04,40.5933376,-74.0838632
3610,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,27 XENIA STREET,10305,4000.0,225000,2016-08-23,40.591884,-74.08342
3611,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,191 BENTON AVENUE,10305,2200.0,390000,2015-10-29,40.5911514,-74.0837285
3612,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,198 BENTON AVENUE,10305,2330.0,409000,2016-01-27,40.5907533,-74.0838473
3613,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,401 ATLANTIC AVENUE,10305,4400.0,425000,2016-07-29,40.5892303,-74.0866098
3614,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,409 RARITAN AVENUE,10305,1383.0,339000,2016-05-12,40.5885747,-74.0869928
3615,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,440 ATLANTIC AVENUE,10305,3500.0,255000,2016-01-08,40.58824,-74.085695
3616,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,368 DELAWARE AVENUE,10305,2825.0,320000,2016-01-21,40.588247,-74.088939
3617,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,440 RARITAN AVENUE,10305,1280.0,315000,2016-02-12,40.587932,-74.086611
3618,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,350 CROMWELL AVENUE,10305,1995.0,519000,2015-10-30,40.5870279,-74.090437
3619,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,342 PARKINSON AVENUE,10305,2429.0,410000,2015-12-11,40.5931664,-74.08085
3620,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,335 PARKINSON AVENUE,10305,1828.0,311000,2016-04-27,40.593487,-74.080499
3621,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,25 SCOTT AVENUE,10305,2000.0,400000,2015-11-30,40.592585,-74.079026
3622,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,77 SCOTT AVENUE,10305,4000.0,290000,2015-10-14,40.5919624,-74.0807457
3623,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,43 NUGENT AVENUE,10305,5996.0,300000,2016-06-20,40.5911253,-74.0789072
3624,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,83 NUGENT AVENUE,10305,2000.0,500000,2016-07-21,40.5905508,-74.080024
3625,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,56 APPLEBY AVENUE,10305,2500.0,533000,2016-08-04,40.5912333,-74.0796678
3626,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,33 VULCAN STREET,10305,2399.0,514888,2016-06-28,40.590543,-74.0776173
3627,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,314A NORWAY AVENUE,10305,1350.0,395000,2016-05-12,40.590998,-74.077316
3628,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,45 LANSING STREET,10305,3698.0,127200,2016-07-08,40.5919178,-74.0695862
3629,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,48 WENTWORTH AVENUE,10305,6000.0,805000,2016-08-29,40.591302,-74.071791
3630,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,78 WENTWORTH AVENUE,10305,1625.0,165000,2016-09-06,40.590479,-74.071388
3631,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,52 ANDREWS STREET,10305,2530.0,362000,2016-04-29,40.59072,-74.072626
3632,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,18 MC LAUGHLIN STREET,10305,2000.0,360000,2015-12-01,40.5910719,-74.073858
3633,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,90 MC LAUGHLIN STREET,10305,850.0,338832,2016-07-08,40.5892254,-74.0728783
3634,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,49 AGNES PLACE,10305,2185.0,288659,2016-07-08,40.5891492,-74.0730143
3635,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,81 PEARSALL STREET,10305,4000.0,320000,2016-08-02,40.5892194,-74.0733892
3636,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,355 MALLORY AVENUE,10305,1950.0,350000,2016-03-10,40.589913,-74.074811
3637,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,19 LAVA STREET,10305,2300.0,410000,2016-05-25,40.590082,-74.0761353
3638,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,308 OLYMPIA BOULEVARD,10305,2520.0,170000,2016-04-13,40.589686,-74.077685
3639,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,66 VULCAN STREET,10305,2300.0,425880,2015-11-02,40.58973,-74.076907
3640,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,127 WINFIELD STREET,10305,2200.0,300000,2015-12-04,40.5888846,-74.0759525
3641,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,97 WINFIELD STREET,10305,2200.0,465000,2016-07-13,40.5893435,-74.076854
3642,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,110 WINFIELD STREET,10305,2185.0,80000,2016-05-12,40.58882,-74.0768049
3643,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,413 FR CAPODANNO BLVD,10305,2002.0,396500,2016-05-16,40.587691,-74.069852
3644,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,368 SAND LANE,10305,2594.0,400000,2015-12-02,40.590425,-74.067276
3645,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,116 OCEANSIDE AVENUE,10305,1500.0,389000,2016-04-28,40.590829,-74.0677539
3646,STATEN ISLAND,SOUTHBEACH,ONE FAMILY,453 FR CAPODANNO BLVD,10305,4215.0,533000,2016-08-19,40.5869349,-74.070362
3647,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,137 ARTHUR AVENUE,10305,2000.0,428000,2016-07-11,40.593599,-74.067445
3648,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,150 MILLS AVENUE,10305,3000.0,375000,2016-03-15,40.593461,-74.066981
3649,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,124 JACKSON AVENUE,10305,2670.0,423000,2015-11-24,40.594983,-74.065311
3650,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,25 WINDOM AVENUE,10305,2726.0,495000,2016-05-23,40.5964656,-74.0645274
3651,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,95 OCEAN AVENUE,10305,7500.0,605000,2015-12-15,40.5960863,-74.0632777
3652,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,73 OCEAN AVENUE,10305,2500.0,270000,2016-02-04,40.5967154,-74.0637198
3653,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,24 DOTY AVENUE,10305,3050.0,323500,2016-04-18,40.593505,-74.0654689
3654,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,24 DOTY AVENUE,10305,3050.0,300000,2015-10-15,40.593505,-74.0654689
3655,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,26 DOTY AVENUE,10305,3050.0,323500,2016-04-18,40.59345,-74.065453
3656,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,11 DOTY AVENUE,10305,2450.0,525000,2016-06-30,40.5939535,-74.0651971
3657,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,104 ROBIN ROAD,10305,3250.0,450000,2016-07-28,40.5941394,-74.0654518
3658,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,146 JACKSON AVENUE,10305,8215.0,529863,2016-02-18,40.594117,-74.064809
3659,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,178 OCEAN AVENUE,10305,4482.0,100000,2015-12-16,40.5942326,-74.0620732
3660,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,264 MALLORY AVENUE,10305,4000.0,547000,2016-09-06,40.592121,-74.076909
3661,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,284 MALLORY AVENUE,10305,4000.0,400000,2016-05-25,40.5916013,-74.0766125
3662,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,284 MALLORY AVENUE,10305,4000.0,385000,2015-10-23,40.5916013,-74.0766125
3663,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,290 MALLORY AVENUE,10305,6000.0,585000,2016-06-15,40.5913269,-74.0765022
3664,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,190 BIONIA AVENUE,10305,4000.0,778961,2016-07-22,40.592936,-74.073318
3665,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,119 OLYMPIA BOULEVARD,10305,4200.0,600000,2016-04-27,40.592667,-74.072632
3666,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,23 PERSHING STREET,10305,4000.0,850000,2016-03-16,40.5957354,-74.0718192
3667,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,29 PIAVE AVENUE,10305,6000.0,605000,2015-10-15,40.595754,-74.070505
3668,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,133 HICKORY AVENUE,10305,4000.0,535000,2016-04-25,40.594398,-74.072563
3669,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,126 PIAVE AVENUE,10305,4000.0,257000,2016-09-09,40.59312,-74.069686
3670,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,126 PIAVE AVENUE,10305,4000.0,150000,2016-04-29,40.59312,-74.069686
3671,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,163 REID AVENUE,10305,3900.0,515000,2015-10-19,40.593863,-74.084345
3672,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,72 LACONIA AVENUE,10305,3465.0,535000,2016-03-21,40.5935053,-74.0846373
3673,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,19 RUTH PLACE,10305,5160.0,633000,2016-04-08,40.5926741,-74.083351
3674,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,334 BURGHER AVENUE,10305,4740.0,896060,2015-11-23,40.5904517,-74.0877895
3675,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,345 ATLANTIC AVENUE,10305,4640.0,901151,2016-06-24,40.590048,-74.0883327
3676,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,28 WINFIELD STREET,10305,2300.0,544000,2016-04-11,40.589996,-74.079091
3677,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,373 QUINTARD STREET,10305,3250.0,480000,2016-05-10,40.589721,-74.079145
3678,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,20 BALFOUR STREET,10305,3139.0,586000,2016-06-21,40.5921987,-74.0698362
3679,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,36 WENTWORTH AVENUE,10305,6000.0,665000,2016-09-02,40.5914818,-74.0718524
3680,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,43 ANDREWS STREET,10305,2500.0,130000,2016-04-11,40.5910841,-74.0722178
3681,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,86 MC LAUGHLIN STREET,10305,2000.0,265000,2016-02-05,40.589321,-74.0729999
3682,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,335 MALLORY AVENUE,10305,4925.0,650000,2016-07-07,40.590443,-74.075063
3683,STATEN ISLAND,SOUTHBEACH,TWO FAMILY,393 FR CAPODANNO BLVD,10305,3521.0,800000,2016-03-09,40.5880815,-74.0692464
3684,STATEN ISLAND,SOUTHBEACH,THREE FAMILY,71 SCOTT AVENUE,10305,3000.0,565000,2016-02-29,40.5920599,-74.08055
3685,STATEN ISLAND,STAPLETON,ONE FAMILY,21 BREWSTER STREET,10304,2534.0,342000,2016-01-08,40.6331609,-74.077467
3686,STATEN ISLAND,STAPLETON,ONE FAMILY,85 BEACH STREET,10304,1926.0,239105,2016-03-30,40.628653,-74.078669
3687,STATEN ISLAND,STAPLETON,ONE FAMILY,124A PROSPECT STREET,10304,1989.0,280000,2016-07-13,40.628949,-74.078511
3688,STATEN ISLAND,STAPLETON,ONE FAMILY,84 PROSPECT STREET,10304,6300.0,966000,2015-10-08,40.628342,-74.0771199
3689,STATEN ISLAND,STAPLETON,ONE FAMILY,360 VAN DUZER STREET,10304,13065.0,400000,2015-10-09,40.6295519,-74.079704
3690,STATEN ISLAND,STAPLETON,ONE FAMILY,351 ST PAULS AVENUE,10304,10241.0,785000,2015-11-02,40.6295829,-74.081829
3691,STATEN ISLAND,STAPLETON,ONE FAMILY,98 BOYD STREET,10304,5000.0,351000,2016-08-31,40.6267816,-74.0795577
3692,STATEN ISLAND,STAPLETON,ONE FAMILY,217 CANAL STREET,10304,3000.0,100000,2015-12-14,40.6249636,-74.0799325
3693,STATEN ISLAND,STAPLETON,ONE FAMILY,27 TAPPEN COURT,10304,1080.0,263000,2016-05-02,40.6256431,-74.0803305
3694,STATEN ISLAND,STAPLETON,ONE FAMILY,20 TAPPEN COURT,10304,1080.0,245000,2016-08-05,40.6257528,-74.0807029
3695,STATEN ISLAND,STAPLETON,ONE FAMILY,112B BROAD STREET,10304,1900.0,299000,2016-04-04,40.624526,-74.078989
3696,STATEN ISLAND,STAPLETON,ONE FAMILY,108A BROAD STREET,10304,2774.0,278000,2015-12-21,40.624542,-74.078722
3697,STATEN ISLAND,STAPLETON,ONE FAMILY,101 TARGEE STREET,10304,2550.0,165000,2016-06-03,40.624547,-74.083274
3698,STATEN ISLAND,STAPLETON,ONE FAMILY,243 VANDERBILT AVENUE,10304,6000.0,260000,2016-05-20,40.618999,-74.07973
3699,STATEN ISLAND,STAPLETON,ONE FAMILY,109 COURSEN PLACE,10304,2800.0,252000,2015-11-17,40.619259,-74.080778
3700,STATEN ISLAND,STAPLETON,ONE FAMILY,9 COURSEN COURT,10304,2640.0,240000,2015-10-28,40.6193057,-74.0810175
3701,STATEN ISLAND,STAPLETON,ONE FAMILY,104 COURSEN PLACE,10304,3030.0,210000,2015-10-28,40.6190532,-74.0803317
3702,STATEN ISLAND,STAPLETON,ONE FAMILY,125 OSGOOD AVENUE,10304,2712.0,155142,2016-07-27,40.618561,-74.081421
3703,STATEN ISLAND,STAPLETON,ONE FAMILY,125 OSGOOD AVENUE,10304,2712.0,322003,2016-01-21,40.618561,-74.081421
3704,STATEN ISLAND,STAPLETON,ONE FAMILY,111 OSGOOD AVENUE,10304,4340.0,155000,2016-04-01,40.619006,-74.081628
3705,STATEN ISLAND,STAPLETON,ONE FAMILY,81 LAUREL AVENUE,10304,3175.0,285000,2016-04-25,40.619932,-74.0830299
3706,STATEN ISLAND,STAPLETON,ONE FAMILY,41 LAUREL AVENUE,10304,1883.0,150000,2016-02-25,40.619921,-74.0843241
3707,STATEN ISLAND,STAPLETON,ONE FAMILY,227 TARGEE STREET,10304,3000.0,249900,2016-07-08,40.62146,-74.083858
3708,STATEN ISLAND,STAPLETON,ONE FAMILY,211 TARGEE STREET,10304,3000.0,417768,2016-09-02,40.6219707,-74.0840849
3709,STATEN ISLAND,STAPLETON,ONE FAMILY,220 GORDON STREET,10304,3000.0,243000,2015-10-23,40.622061,-74.083356
3710,STATEN ISLAND,STAPLETON,ONE FAMILY,262 GORDON STREET,10304,2900.0,320000,2016-08-12,40.6209289,-74.083605
3711,STATEN ISLAND,STAPLETON,ONE FAMILY,212 TARGEE STREET,10304,4028.0,403671,2016-06-02,40.6218809,-74.084105
3712,STATEN ISLAND,STAPLETON,ONE FAMILY,24 CATLIN AVENUE,10304,14225.0,435000,2016-04-14,40.631123,-74.083462
3713,STATEN ISLAND,STAPLETON,ONE FAMILY,21 CATLIN AVENUE,10304,5000.0,315000,2016-05-05,40.630799,-74.083007
3714,STATEN ISLAND,STAPLETON,ONE FAMILY,194 CEBRA AVENUE,10304,4520.0,651250,2016-08-26,40.630395,-74.0819099
3715,STATEN ISLAND,STAPLETON,ONE FAMILY,25 NORWOOD COURT,10304,4428.0,740000,2016-06-21,40.627083,-74.0860639
3716,STATEN ISLAND,STAPLETON,TWO FAMILY,88 PROSPECT STREET,10304,3600.0,1200000,2015-10-08,40.628334,-74.077368
3717,STATEN ISLAND,STAPLETON,TWO FAMILY,176 WRIGHT STREET,10304,4182.0,345000,2016-04-28,40.6291228,-74.0812441
3718,STATEN ISLAND,STAPLETON,TWO FAMILY,387 VAN DUZER STREET,10304,1600.0,600000,2015-12-22,40.628618,-74.079814
3719,STATEN ISLAND,STAPLETON,TWO FAMILY,427 VAN DUZER STREET,10304,6846.0,265000,2016-08-01,40.627556,-74.08033
3720,STATEN ISLAND,STAPLETON,TWO FAMILY,714 BAY STREET,10304,3424.0,265000,2015-10-29,40.624553,-74.0748
3721,STATEN ISLAND,STAPLETON,TWO FAMILY,58 TOMPKINS STREET,10304,1875.0,226000,2016-03-04,40.6241612,-74.0777036
3722,STATEN ISLAND,STAPLETON,TWO FAMILY,53 HARRISON STREET,10304,6000.0,860000,2015-11-23,40.624182,-74.076365
3723,STATEN ISLAND,STAPLETON,TWO FAMILY,36 HARRISON STREET,10304,7800.0,555000,2016-07-19,40.623922,-74.075627
3724,STATEN ISLAND,STAPLETON,TWO FAMILY,8 FREAN STREET,10304,1275.0,298469,2016-03-09,40.6260642,-74.08282
3725,STATEN ISLAND,STAPLETON,TWO FAMILY,99 TARGEE STREET,10304,2550.0,345000,2016-06-16,40.6246169,-74.0833103
3726,STATEN ISLAND,STAPLETON,TWO FAMILY,631 VAN DUZER STREET,10304,9168.0,85500,2016-02-01,40.624357,-74.0845949
3727,STATEN ISLAND,STAPLETON,TWO FAMILY,631 VAN DUZER STREET,10304,9168.0,75000,2015-11-12,40.624357,-74.0845949
3728,STATEN ISLAND,STAPLETON,TWO FAMILY,541 VAN DUZER STREET,10304,3350.0,295000,2016-03-01,40.626608,-74.083573
3729,STATEN ISLAND,STAPLETON,TWO FAMILY,120 TARGEE STREET,10304,3750.0,180000,2016-05-27,40.624139,-74.084073
3730,STATEN ISLAND,STAPLETON,TWO FAMILY,121A OSGOOD AVENUE,10304,2902.0,115000,2015-12-29,40.6186494,-74.0815886
3731,STATEN ISLAND,STAPLETON,TWO FAMILY,201 VANDERBILT AVENUE,10304,5000.0,350000,2015-11-20,40.6196891,-74.0783767
3732,STATEN ISLAND,STAPLETON,TWO FAMILY,84 WARREN STREET,10304,2620.0,285000,2016-04-08,40.6207149,-74.082117
3733,STATEN ISLAND,STAPLETON,TWO FAMILY,203 TARGEE STREET,10304,2271.0,325000,2016-04-11,40.62218,-74.083707
3734,STATEN ISLAND,STAPLETON,TWO FAMILY,308 BROAD STREET,10304,4230.0,355000,2016-08-23,40.6228262,-74.0845837
3735,STATEN ISLAND,STAPLETON,TWO FAMILY,228 TARGEE STREET,10304,4560.0,250000,2016-01-25,40.621477,-74.08459
3736,STATEN ISLAND,STAPLETON,TWO FAMILY,221 WARD AVENUE,10304,6250.0,500000,2016-05-04,40.631061,-74.084066
3737,STATEN ISLAND,STAPLETON,THREE FAMILY,242 TARGEE STREET,10304,3540.0,284010,2016-05-27,40.6211429,-74.0845949
3738,STATEN ISLAND,STAPLETON,THREE FAMILY,242 TARGEE STREET,10304,3540.0,250000,2016-04-07,40.6211429,-74.0845949
3739,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,136 VANDERBILT AVENUE,10304,5000.0,280000,2016-04-01,40.620214,-74.076307
3740,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,55 TOWNSEND AVENUE,10304,5600.0,405000,2016-02-26,40.620492,-74.073418
3741,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,67A TOWNSEND AVENUE,10304,1800.0,365000,2015-10-13,40.620311,-74.07365
3742,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,108 TOWNSEND AVENUE,10304,2106.0,465000,2016-07-07,40.6191389,-74.074204
3743,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,106 TOWNSEND AVENUE,10304,2106.0,469000,2016-06-28,40.619167,-74.074169
3744,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,104 TOWNSEND AVENUE,10304,2106.0,469000,2016-07-25,40.619194,-74.074134
3745,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,102 TOWNSEND AVENUE,10304,2106.0,469000,2016-07-28,40.619222,-74.074098
3746,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,100 TOWNSEND AVENUE,10304,3400.0,488000,2016-08-16,40.619261,-74.074053
3747,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,27 GREENFIELD AVENUE,10304,2625.0,372000,2016-04-20,40.620036,-74.0719979
3748,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,93 GREENFIELD AVENUE,10304,2175.0,10000,2015-12-16,40.6189167,-74.0738748
3749,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,95 GREENFIELD AVENUE,10304,2175.0,390000,2015-11-06,40.6188677,-74.0739378
3750,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,17 GREENFIELD COURT,10304,825.0,283000,2016-02-26,40.619754,-74.072237
3751,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,47 MERIVALE LANE,10304,1230.0,260000,2015-12-18,40.6204235,-74.0721556
3752,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,81 PARK HILL CIRCLE,10304,4500.0,370000,2016-01-22,40.6172983,-74.0773499
3753,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,95 PARK HILL CIRCLE,10304,4050.0,360000,2015-12-17,40.617052,-74.077785
3754,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,234 VANDERBILT AVENUE,10304,4140.0,339900,2015-12-11,40.618734,-74.0791519
3755,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,12 PARK HILL COURT,10304,4050.0,327500,2015-10-22,40.619317,-74.077595
3756,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,12 PARK HILL LANE,10304,4680.0,358000,2016-08-17,40.618063,-74.079914
3757,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,4 PARK HILL LANE,10304,5123.0,390000,2016-04-01,40.618265,-74.080108
3758,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,83 FAIRWAY AVENUE,10304,1350.0,250000,2016-02-29,40.617327,-74.079577
3759,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,93 BURGUNDY LOOP,10304,1555.0,385218,2016-07-26,40.6157053,-74.0772069
3760,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,91 BURGUNDY LOOP,10304,1555.0,385218,2016-08-25,40.6157053,-74.0772069
3761,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,89 BURGUNDY LOOP,10304,1555.0,395358,2016-08-25,40.6157053,-74.0772069
3762,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,85 BURGUNDY LOOP,10304,2332.0,385218,2016-08-24,40.6157053,-74.0772069
3763,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,79 BURGUNDY LOOP,10304,1555.0,395358,2016-08-26,40.6157053,-74.0772069
3764,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,73 BURGUNDY LOOP,10304,2497.0,405498,2016-09-16,40.6157053,-74.0772069
3765,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,74 BURGUNDY LOOP,10304,2278.0,405499,2016-08-01,40.6157053,-74.0772069
3766,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,76 BURGUNDY LOOP,10304,1534.0,375078,2016-06-21,40.6157053,-74.0772069
3767,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,78 BURGUNDY LOOP,10304,1534.0,375078,2016-06-28,40.6157053,-74.0772069
3768,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,80 BURGUNDY LOOP,10304,1534.0,375078,2016-06-15,40.6157053,-74.0772069
3769,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,82 BURGUNDY LOOP,10304,1534.0,395358,2016-06-30,40.6157053,-74.0772069
3770,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,84 BURGUNDY LOOP,10304,1534.0,375078,2016-06-29,40.6157053,-74.0772069
3771,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,86 BURGUNDY LOOP,10304,1534.0,375078,2016-06-28,40.6157053,-74.0772069
3772,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,88 BURGUNDY LOOP,10304,2278.0,385218,2016-07-25,40.6157053,-74.0772069
3773,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,104 BURGUNDY LOOP,10304,1534.0,430950,2015-12-23,40.6157954,-74.0773199
3774,STATEN ISLAND,STAPLETON-CLIFTON,ONE FAMILY,106 BURGUNDY LOOP,10304,1534.0,375078,2015-11-02,40.6158489,-74.077387
